Gene ID	ERR1406029	ERR1406030	ERR1406031	ERR1406032	ERR2025910	ERR2025911	ERR2025912
ENSG00000109625	0.01	0.01	0.09	0.09	0	0	0
ENSG00000109654	0.56	0.54	1.67	1.22	2.12	1.42	3.24
ENSG00000109667	0.09	0.05	2.31	1.47	8.28	4.68	9.13
ENSG00000109670	1.08	0.78	1.32	1.41	3.06	2.71	3.4
ENSG00000109674	12.84	5.15	41.78	25.72	0.11	0.01	0.08
ENSG00000109680	1.9	3.01	3.67	3.53	1	1.81	1.33
ENSG00000109684	0	0	0	0.01	0	0	0
ENSG00000109685	6.17	2.71	12.02	11.32	5.74	2.3	6.2
ENSG00000109686	7.31	5.99	6.84	6.75	10.46	9.03	11.49
ENSG00000109689	2.88	2.21	4.15	3.57	3.38	4.75	4.14
ENSG00000109705	0.12	0.05	0.01	0	0.02	0	0
ENSG00000109736	17.15	11.74	9.99	12.83	37.8	17.98	27.82
ENSG00000109738	0.81	2.45	9.34	5.8	0.71	0.88	1.34
ENSG00000109743	4.49	5.07	5.02	5.56	0.15	0.15	0.2
ENSG00000109756	3.41	1.74	1.89	1.74	3.57	0.93	3.34
ENSG00000109758	0	0.05	0	0.01	0.05	0.02	0.06
ENSG00000109762	4.03	2.82	1.96	1.84	4.04	2.5	4.44
ENSG00000109771	0.03	0.05	0.05	0.04	0.01	0.05	0.04
ENSG00000109775	6.7	7.61	14.05	12.52	6.21	8.56	7.43
ENSG00000109787	7.62	6.89	4.84	5.03	33.3	15.44	33.8
ENSG00000109790	19.5	30.66	27.1	29.75	22.61	24.69	16.88
ENSG00000109794	0.35	0.18	0.28	0.08	0.1	0.04	0.15
ENSG00000109805	13.45	1.68	28.19	26.34	0.11	0.04	0.24
ENSG00000109814	144.58	72.31	4.05	4.97	12.72	7.46	10.5
ENSG00000109819	0.02	0.05	1.05	0.27	0.99	2.46	2.3
ENSG00000109832	0	0.01	0.02	0.01	0	0.01	0
ENSG00000109846	0.73	0.84	0.51	0.13	1.43	4.53	1.14
ENSG00000109851	0	0	0	0	0	0	0
ENSG00000109854	58.56	129.75	37.14	29.36	26.25	44.72	26.54
ENSG00000109861	8.51	5.66	3.73	5.07	7.14	11.7	5.13
ENSG00000109881	7.74	7.19	6.43	4.39	0.62	1.01	0.58
ENSG00000109906	0.01	0.01	0.8	0.88	0.08	0.43	0.93
ENSG00000109911	7.15	9.22	14.95	13.12	4.9	5.81	5.81
ENSG00000109917	8.44	9.36	8.57	9.44	7.2	12.54	7.57
ENSG00000109919	42.55	53.12	54.56	52.49	28.05	46.43	26.6
ENSG00000109920	6.68	5.68	5.55	5.16	5.5	5.86	7.32
ENSG00000109927	0.05	0.03	0.05	0.05	0.02	0.02	0.03
ENSG00000109929	4.11	6.36	20.97	33.52	14.85	42.63	14.58
ENSG00000109943	0.02	0	0.01	0.01	0	0.03	0
ENSG00000109944	1.13	1.37	1.1	0.57	2.53	0.82	1.99
ENSG00000109956	0	0	0	0	0.04	0	0.02
ENSG00000109971	348.04	564.88	156.8	414.66	64.67	217.68	70.51
ENSG00000109991	0.05	0.04	0	0	0	0	0.01
ENSG00000110002	0.08	0.09	2.42	2.37	9.61	2.29	4.26
ENSG00000110011	3.14	5.65	5.33	3.66	9.17	9.73	9.07
ENSG00000110013	7.2	7.54	4.55	3.35	6	8.51	5.37
ENSG00000110025	0.11	0.11	0.14	0.1	0.09	0.12	0.09
ENSG00000110031	1.42	2.22	1.88	1.21	1.82	0.82	0.65
ENSG00000110042	1.78	0.79	4.2	3.06	2.08	1.69	2.78
ENSG00000110046	4.44	1.42	2.18	2.66	4.74	1.42	4.09
ENSG00000110047	14.63	7.18	4.66	6.15	10.58	3.83	8.4
ENSG00000110048	19.11	11.87	12.46	13	23.83	13	24.03
ENSG00000110057	18.96	7.06	5	3.49	4.95	9.95	7.58
ENSG00000110060	3.27	5	10.45	8.55	4.43	7.47	4.99
ENSG00000110063	4.28	1.88	6.09	4.75	3.14	4.24	3.04
ENSG00000110066	4.05	3.58	3.71	3.21	7.88	4.58	9.45
ENSG00000110074	3.95	2.66	10.63	8.57	2.03	2.8	2.2
ENSG00000110075	18.46	12.92	12.46	11.01	10.35	6.82	11.65
ENSG00000110076	0.04	0.02	0.01	0	0	0	0
ENSG00000110077	0	0	0	0	0	0	0
ENSG00000110079	0	0	0	0	0	0	0
ENSG00000110080	4.14	2.97	8.29	7.67	2.6	3.45	2.06
ENSG00000110090	8.67	9.67	13.31	8.9	8.52	7.65	9.01
ENSG00000110092	113.14	54.47	7.98	15.46	39.17	25.12	32.23
ENSG00000110104	52.27	31.93	10.42	12.28	13.67	19.41	11.57
ENSG00000110107	61.19	34.9	42.75	45.02	28.49	32.6	31.58
ENSG00000110108	36.08	15.3	20.02	17.83	4.28	9.51	7.26
ENSG00000110148	0	0	0	0	0	0	0
ENSG00000110169	0.2	0.56	0.02	0.06	0.06	0.12	0.08
ENSG00000110171	1.85	1.77	2.3	1.83	1.03	0.97	0.75
ENSG00000110172	8.44	6.91	3.2	4.9	1.88	1.48	2.38
ENSG00000110195	0.13	0.04	0.75	0.31	0.26	0.43	0.54
ENSG00000110200	9.55	14.39	19.44	21.6	5.71	10.03	6.72
ENSG00000110203	0.04	0.07	0.1	0.08	7.26	3.61	2.14
ENSG00000110218	10.04	6.14	7.05	9.7	19.64	10.87	15.31
ENSG00000110237	2.81	1.35	4.31	3.65	1.91	1.46	2.44
ENSG00000110243	0	0	0	0	0	0	0
ENSG00000110244	0.01	0	0	0	0	0	0
ENSG00000110245	0.01	0.04	0	0	0	0	0.03
ENSG00000110274	2.08	0.99	1.82	1.55	2.51	1.3	2.79
ENSG00000110315	5.09	7.39	7.13	6.61	15.77	16.53	19.58
ENSG00000110318	0.87	0.64	0.99	0.51	0.69	0.69	1.3
ENSG00000110321	221.17	157.93	78.54	79.89	110.02	129.28	118.47
ENSG00000110324	0.01	0.01	0.01	0.01	0.01	0	0.01
ENSG00000110328	9.28	3.51	0.7	0.9	4.35	4.89	6.4
ENSG00000110330	11.05	21.89	24.63	18.42	15.65	17.58	16.06
ENSG00000110344	10.86	4.77	6.68	6.88	8.53	4.35	9.41
ENSG00000110367	11.17	6.19	7.23	8.29	14.31	7.28	14.07
ENSG00000110375	0.38	0.49	0.4	0.15	1.46	0.53	1.87
ENSG00000110395	4.71	1.94	6.61	6.17	7.27	1.93	6.96
ENSG00000110400	2.78	1.14	4.97	4.97	165.61	59.64	132.19
ENSG00000110422	10.64	8.64	5.24	4.33	18.79	11.41	16.91
ENSG00000110427	1.6	1.02	0.03	0.04	0.22	0.11	0.08
ENSG00000110429	2.34	4.11	5.77	4.57	2.23	4.06	2.87
ENSG00000110435	13.91	16.7	12.39	11.25	9.68	14.68	12.98
ENSG00000110436	0.03	0.01	0	0	0	0	0
ENSG00000110442	3.68	3.01	3.77	3.35	1.26	1.63	1.66
ENSG00000110446	0	0	0.12	0.06	0.11	0.02	0.05
ENSG00000110448	0	0	0	0	0	0	0
ENSG00000110455	1.52	2.15	0.89	0.42	0.11	0.46	0.33
ENSG00000110484	0	0	0	0	0	0	0
ENSG00000110492	2.79	3.86	28.35	20.25	16.39	25.35	12.73
ENSG00000110497	4.62	2.32	2.58	2.44	3.3	1.78	3.44
ENSG00000110514	5.97	3.03	4.8	3.96	2.94	1.65	2.99
ENSG00000110536	9.62	15.99	17.36	16.18	8.07	16.41	8.02
ENSG00000110583	5.64	4.1	6.85	5.3	1.59	2.18	2.12
ENSG00000110619	12.17	18.01	18.64	13.26	16.67	11.84	18.58
ENSG00000110628	5.53	3.4	3.16	1.67	5.06	5.93	3.68
ENSG00000110651	40.19	28.54	19.46	17.98	80.96	64.48	77.92
ENSG00000110660	16.33	12.33	14.22	16.83	13.05	15.36	9.4
ENSG00000110665	0	0	0	0	0	0	0
ENSG00000110675	0.03	0.03	0.08	0.04	0.15	0.01	0.08
ENSG00000110680	0.01	0.09	0	0	0	0	0
ENSG00000110693	0.01	0.01	0.11	0.08	0.33	0.08	0.48
ENSG00000110696	20.63	35.86	24.51	20.87	24.61	26.44	26.39
ENSG00000110697	10.59	4.52	4.5	4.76	11.21	6.89	11.12
ENSG00000110700	176.21	545.79	929.53	915.76	216.3	762.81	242.75
ENSG00000110711	17.72	28.27	50.24	39.73	9.74	16.65	11.99
ENSG00000110713	21.99	12.02	8.84	9.56	9.21	6.48	9.87
ENSG00000110717	19.91	24.93	22.41	19.44	11.13	18.03	11.5
ENSG00000110719	16.46	7.48	6.52	5.84	6.25	6.41	6.12
ENSG00000110721	5.53	6.48	3.69	3.1	1.09	1.67	1.45
ENSG00000110723	0.03	0.04	0.54	0.69	3.44	0.77	3.16
ENSG00000110756	8.99	8.76	8.81	7.77	7.21	5.01	6.04
ENSG00000110768	9.23	17.79	20.02	13.93	6.68	13.32	7.42
ENSG00000110777	0.02	0.01	0.01	0	0.01	0.04	0.02
ENSG00000110786	0	0	0	0	0	0	0
ENSG00000110799	0	0	0.04	0.01	0.01	0.02	0.04
ENSG00000110801	2.91	3.34	3.32	2.95	2.76	2.79	2.77
ENSG00000110811	7.22	2.98	3.64	3.95	3.36	2.66	2.85
ENSG00000110841	6.35	5.66	3.84	3.89	5.95	4.98	6.08
ENSG00000110844	1.44	1.25	2.31	1.78	2.57	1.91	3.07
ENSG00000110848	0	0	0	0	0	0	0
ENSG00000110851	7.78	6.5	6.37	7.18	13.08	9.03	13.52
ENSG00000110852	0.11	0.36	0.5	0.22	1.08	1.72	0.62
ENSG00000110871	16.01	36.41	37.18	24.75	10.32	20.75	14.33
ENSG00000110876	0.35	0.15	0.14	0.08	0.02	0.04	0.08
ENSG00000110880	48.56	39.88	25.28	35.42	31.46	33.83	37.09
ENSG00000110881	1.71	0.85	1.62	1.3	0.84	0.71	0.81
ENSG00000110887	0	0	0	0	0	0.01	0
ENSG00000110888	1.8	2.52	1.57	1.63	2.46	1.51	3.1
ENSG00000110900	0.04	0.02	0.01	0.02	0	0.01	0
ENSG00000110906	5.52	3.49	4.64	6.31	4.01	3.36	3.82
ENSG00000110911	4.56	4.55	4.01	5.27	2.89	4.78	3.43
ENSG00000110917	60.15	26.14	17.85	21.47	27.81	9.42	28.61
ENSG00000110921	1.96	1.35	6.96	9.51	1.85	3.48	3.06
ENSG00000110925	4.76	7.6	11.72	8.79	13.44	8.3	12.54
ENSG00000110931	5.73	4.82	6.56	6.6	5.09	5.87	5.52
ENSG00000110934	0.06	0.04	0	0	0	0	0
ENSG00000110944	0.18	0.24	0.88	0.93	0.37	0.24	0.04
ENSG00000110955	406.65	296.6	245.54	266.39	184.73	355.62	212.94
ENSG00000110958	165.18	143.54	143.75	203.19	85.33	125.11	83.99
ENSG00000110975	0	0	0	0	0	0	0
ENSG00000110987	2.28	2.45	3.03	2.5	6.5	7.01	7.78
ENSG00000111011	6.05	3.36	4.98	5.26	5.21	2.63	5.79
ENSG00000111012	0.33	0.35	1.57	1.39	1.2	0.45	0.54
ENSG00000111046	0	0	0.03	0	0	0	0
ENSG00000111049	0	0	0	0	0	0	0
ENSG00000111052	0.11	0.08	0.04	0.02	0	0	0
ENSG00000111057	1286.14	504.56	70.35	102.57	144.45	34.6	109.3
ENSG00000111058	0.01	0.01	0.2	0.11	0.04	0.01	0.12
ENSG00000111077	2.97	0.89	4.36	3.26	0.79	0.87	1.06
ENSG00000111087	4.16	4.99	0.3	0.17	0.09	0.14	0.07
ENSG00000111110	5.14	3.92	1.76	1.33	0.08	0.12	0.21
ENSG00000111142	33.88	28.67	24.72	25.55	12.02	21.89	14.51
ENSG00000111144	22.1	13.47	12.66	14.09	15.23	11.88	15.96
ENSG00000111145	13.99	14.67	7.22	8.09	13.61	5.98	10.94
ENSG00000111181	0.19	0.1	0	0	0	0	0.01
ENSG00000111186	0.49	0.39	0.24	0.15	0.25	0.29	0.38
ENSG00000111196	4.21	4.08	7.47	6.42	0.89	2.89	1.05
ENSG00000111199	0.02	0.03	0.99	0.51	1.36	1.62	1.02
ENSG00000111203	2.03	2.31	4.33	3	1.18	1.81	1.17
ENSG00000111206	27.33	4.59	26.37	22.59	3.86	0.11	3.3
ENSG00000111215	0.25	0.53	0.54	0.47	0.17	0.14	0.18
ENSG00000111218	0.01	0.01	0	0	0.32	0.07	0.06
ENSG00000111224	0.97	0.99	4.27	2.78	1.05	0.77	1.05
ENSG00000111229	88.49	229.98	301.14	318.66	96.07	167.12	86.48
ENSG00000111231	11.11	17.22	43.71	43.04	6.38	14.99	6.59
ENSG00000111237	16.69	26.25	48.1	47.98	6.96	21.8	9.22
ENSG00000111241	0	0	0	0	0	0	0
ENSG00000111245	0	0.04	0.22	0.34	0.05	0.03	0.03
ENSG00000111247	8.03	4.39	79.67	49.58	0.31	0.34	0.51
ENSG00000111249	0.02	0.07	0.07	0.07	0.31	0.86	0.25
ENSG00000111252	1.64	1.35	6.34	6.8	5.78	2.09	4.84
ENSG00000111254	0.08	0.13	0.34	0.16	0.28	0.27	0.17
ENSG00000111261	2.04	2.45	3.01	1.82	3.34	2.68	4.73
ENSG00000111262	0	0	0	0	0	0	0
ENSG00000111266	10.72	10.87	3.56	4.48	7.18	3.62	8.19
ENSG00000111269	15.22	17.15	13.45	9.87	9.91	7.65	11.66
ENSG00000111271	2.25	2.05	1.55	1.18	1.35	1.36	1.55
ENSG00000111275	12.28	12.88	2.92	1.9	11.08	7.01	12.38
ENSG00000111276	11.1	14.5	17.89	16.16	17.38	16.92	18.83
ENSG00000111291	0.02	0.02	0.02	0	0.04	0	0
ENSG00000111300	8.54	6.46	3	3.89	3.28	4.66	4.1
ENSG00000111305	0.11	0.06	0	0.03	0	0.01	0.01
ENSG00000111319	0.9	0.33	15.12	13.52	13	15.72	18.94
ENSG00000111321	28.84	21.76	14.88	15.85	38.85	19.63	31.53
ENSG00000111325	0.72	0.92	0.69	0.66	0.44	0.44	0.56
ENSG00000111328	29.89	30.56	15.57	19.03	25.21	19.1	28.07
ENSG00000111331	10.54	2.49	7.17	6.67	2.23	0.61	1.82
ENSG00000111335	0.01	0.01	0.81	0.77	0.76	0.21	0.47
ENSG00000111339	0	0	0.01	0.01	0	0	0
ENSG00000111341	0.01	0.04	0.02	0.03	0.02	0.01	0.01
ENSG00000111344	0.11	0.07	0.1	0.08	0.13	0.05	0.22
ENSG00000111348	0.47	0.34	10.94	23.24	1	0.72	0.12
ENSG00000111358	12.02	17.56	29.92	24.52	9.93	17.36	11.09
ENSG00000111361	12.86	12.73	12.72	11.92	8.07	12.1	10.59
ENSG00000111364	6.92	11.29	4.95	4.89	2.89	5.35	3.24
ENSG00000111371	47.6	31.66	22.33	23.97	72.17	29.69	76.73
ENSG00000111404	0.01	0.02	0.04	0.02	0	0.02	0
ENSG00000111405	0	0	0	0	0.01	0.01	0.04
ENSG00000111412	6.08	6.18	5.26	5.81	11.72	5.88	10.78
ENSG00000111424	1.04	1.24	2.41	2.68	6.31	5.42	6.7
ENSG00000111432	0	0	0.04	0.03	1.68	0.28	0.7
ENSG00000111445	18.25	8.81	38.36	28.95	1.28	2.22	1.76
ENSG00000111450	8.25	10.1	10.67	10.54	2.07	2.34	1.96
ENSG00000111452	0.05	0.05	0	0	0.01	0	0
ENSG00000111481	53.38	81.42	32.74	31.87	58.99	32.81	58.58
ENSG00000111490	0.26	0.21	0.3	0.22	0.21	0.16	0.4
ENSG00000111530	19.41	18.04	17.49	18.15	8.8	12.69	10.6
ENSG00000111536	0	0	0	0	0	0	0
ENSG00000111537	0	0	0	0	0	0	0
ENSG00000111540	10.91	15.36	18.79	20.49	32.31	18.88	34.6
ENSG00000111554	1.33	2.53	4.81	3	0.43	0.93	0.77
ENSG00000111581	11.2	13.12	18.37	16.37	2.11	3.87	2.48
ENSG00000111596	3.73	3.71	4.72	4.93	3.53	3.98	3.71
ENSG00000111602	22.9	7.9	19.58	14.39	1.12	1.29	1.53
ENSG00000111605	12.19	8.62	6.9	6.9	12.15	6.51	14.01
ENSG00000111615	6.69	10.44	9.42	7.73	3.82	6.55	4.95
ENSG00000111639	68.29	125.78	119.29	118.91	41.29	60.09	43.67
ENSG00000111640	1669.82	1425.49	949.02	1036.57	1508.94	1079.7	1375.23
ENSG00000111641	26.45	18.3	6.86	7.54	11.46	9.56	10.68
ENSG00000111642	29.81	7.92	17.04	20.7	14.95	11.78	17.97
ENSG00000111644	0.04	0.1	0.19	0.1	0.15	0.21	0.22
ENSG00000111647	6.79	4.92	5.63	4.93	3.55	4	3.81
ENSG00000111652	15.27	23.13	22.28	22.44	17.6	29.44	19.29
ENSG00000111653	2.59	9.81	33.8	21.35	2.23	9.29	3.01
ENSG00000111664	0.21	0.21	0.29	0.39	0.13	0.18	0.27
ENSG00000111665	5.57	1.06	6.7	6.78	0.09	0.09	0.1
ENSG00000111666	12.32	11.17	6.51	5.96	1.24	0.82	2.12
ENSG00000111667	37.43	15.92	13.98	17.16	10.36	12.37	11.25
ENSG00000111669	325.83	265.82	232.84	303.95	161.55	217.07	153.59
ENSG00000111670	6.09	4.89	4.41	5.06	3.78	3.56	4.3
ENSG00000111671	7.17	8.38	5.43	4.04	5.2	4.98	4.63
ENSG00000111674	6.96	5.9	6.54	5.77	3.1	3.42	3.38
ENSG00000111676	26.07	19.28	22.82	19.89	38.91	13.52	32.82
ENSG00000111678	26.92	90.42	59.27	44.58	21.38	51.74	20.83
ENSG00000111679	2.54	2.34	3.72	2.84	2.67	3.01	2.85
ENSG00000111684	14.22	5.16	6.21	6.18	5.86	5.76	6.58
ENSG00000111696	2.34	1.7	0.66	1	0.62	0.95	0.81
ENSG00000111700	3.2	4.1	0.01	0	0	0.07	0.29
ENSG00000111701	0	0	0	0	0	0	0
ENSG00000111704	0.01	0	0	0.01	0	0	0
ENSG00000111707	7.97	6.69	11.9	10.06	8.24	8.93	9.59
ENSG00000111711	23.79	57.15	60.36	65.25	27.52	52.85	26.16
ENSG00000111713	0.18	0.23	0.15	0.23	0.01	0.02	0.02
ENSG00000111716	408.08	297.19	157.46	194.14	79.86	149.62	90.54
ENSG00000111725	5.9	5.31	6.1	3.99	4.96	5.87	4.6
ENSG00000111726	24.74	24.21	23.72	23.63	28.2	28.56	27.36
ENSG00000111727	1.63	2.52	5.82	4.22	0.65	2.46	1.31
ENSG00000111728	0.02	0.02	0.01	0.01	0.01	0.03	0.02
ENSG00000111729	0.05	0.17	0.47	0.26	0.06	0.07	0.03
ENSG00000111731	4.24	5.09	8.02	6.65	1.98	2.66	3.76
ENSG00000111732	0.04	0.02	0.01	0.01	0	0.01	0
ENSG00000111737	18.67	11.78	9.5	9.62	16.09	10.49	15.11
ENSG00000111752	3.02	3.64	5.07	3.89	2.18	1.51	1.97
ENSG00000111775	154.86	357.39	254.08	201.9	140.57	208.41	140.14
ENSG00000111780	0.02	0	0	0.06	0	0	0.04
ENSG00000111783	0	0	0	0	0	0	0
ENSG00000111785	3.13	3.86	2.45	1.89	0.74	0.87	0.95
ENSG00000111786	39.03	28.94	25.89	27.79	38.93	28.85	39.89
ENSG00000111788	0.69	0.59	1.88	1.8	0.11	0.14	0.34
ENSG00000111790	4.76	7.97	14.84	12.04	5.64	8.05	5.52
ENSG00000111796	0	0	0	0	0	0	0
ENSG00000111799	3.17	4.01	2.94	3.82	7.56	0.39	3.56
ENSG00000111801	0.31	0.42	1.84	1.58	0.13	0.27	0.09
ENSG00000111802	25.83	46.55	28.31	27.06	18.39	30.27	16.48
ENSG00000111816	2.42	0.83	0.45	0.41	0.34	0.25	0.81
ENSG00000111817	3.04	2.51	3.63	4.82	6.26	5.41	5.15
ENSG00000111832	5.9	12	31.14	30.63	8.05	21.57	8.24
ENSG00000111834	0.06	0.09	0.07	0.02	0	0.01	0.01
ENSG00000111837	0.04	0.04	0.09	0.11	0.01	0.01	0
ENSG00000111843	68.01	174.15	427.65	402.23	88.45	241.26	82.85
ENSG00000111845	16.12	24.69	26.63	30.65	6.17	26.84	7.24
ENSG00000111846	4.98	3.74	1.22	1.23	1.37	0.74	1.22
ENSG00000111850	0.38	0.63	2.56	2.11	0.49	1.51	0.5
ENSG00000111859	14.61	16.21	0.47	0.65	1.05	1.43	1.37
ENSG00000111860	0.56	0.33	0.56	0.48	0.76	0.47	0.93
ENSG00000111863	0.06	0.12	2.75	1.81	2.67	2.74	1.56
ENSG00000111875	9.4	15.65	20.28	18.34	10.56	19.15	12.15
ENSG00000111877	1.06	0.85	1.46	0.98	0.95	0.88	1.03
ENSG00000111879	0	0.01	0.33	0.14	0.02	0	0.01
ENSG00000111880	8.6	9.77	12.59	12.21	7.64	6.47	7.65
ENSG00000111885	0.02	0.03	0.67	0.79	2.29	0.59	0.71
ENSG00000111886	0.01	0.03	0.08	0.11	0	0.01	0
ENSG00000111897	57.74	71.29	58.43	52.54	94.03	86.35	94.64
ENSG00000111906	10.64	24.5	21.15	16.89	8.09	14.79	8.78
ENSG00000111907	7.95	12.3	6.31	4.69	18.67	21.29	19.16
ENSG00000111911	7.83	7.44	14.9	11.87	8.98	16.68	10.03
ENSG00000111912	15.42	23.19	11.85	10.68	13.59	6.12	14.76
ENSG00000111913	0	0	0.26	0.23	0.01	0.07	0.03
ENSG00000111961	1.4	1.08	3.4	2.63	1.28	0.98	2.42
ENSG00000111962	0.94	1.17	2.25	1.66	17.53	11.76	20.01
ENSG00000111971	0	0	0	0	0	0	0
ENSG00000111981	3.35	4.87	4.57	2.53	8.95	3.59	9.72
ENSG00000112029	5.77	2.77	20.37	17.29	0.59	1	0.76
ENSG00000112031	6.84	6.01	5.32	7.05	4.84	4.83	4.76
ENSG00000112033	2.74	1.97	5.89	6.26	22.84	7.92	15.82
ENSG00000112038	0	0	0	0	0	0	0
ENSG00000112039	1.87	0.69	12.55	8.48	15.92	13.26	18.46
ENSG00000112041	0	0	0.01	0.01	0.02	0.01	0
ENSG00000112053	0.01	0.01	0	0.01	0.01	0	0.01
ENSG00000112062	7.66	8.34	14.59	12.92	10.03	12.76	11.68
ENSG00000112077	0.02	0.02	0	0	0	0	0.01
ENSG00000112078	9.8	13.6	13.75	12.75	6.96	7.63	9.04
ENSG00000112079	18.66	21.31	24.56	18.97	14.66	18.92	22.52
ENSG00000112081	38.64	32.52	59.88	61.12	9.6	41.14	14.1
ENSG00000112096	4.12	5.94	4.73	18.65	3.21	4.83	3.15
ENSG00000112110	51.71	78.03	101.88	116	30.07	72.84	36.19
ENSG00000112115	0	0	0	0	0	0	0
ENSG00000112116	0	0	0	0	0.02	0	0
ENSG00000112118	36.77	10.77	56.91	48.48	2.94	5.2	3.44
ENSG00000112130	2.9	2.47	3.71	3.61	1.83	2.45	2.47
ENSG00000112137	0.01	0	0.02	0.04	0.04	0.01	0.01
ENSG00000112139	1.32	0.31	0.02	0.01	0.03	0.15	0.01
ENSG00000112144	1.95	1.63	2.35	1.94	1.93	2.74	3.21
ENSG00000112146	3.84	7.55	12.06	7.53	3.81	8.41	5.52
ENSG00000112149	0.68	0.64	5.72	4.99	0.26	0.32	0.18
ENSG00000112159	3.53	1.28	2.24	2.69	0.74	0.7	1.19
ENSG00000112164	0	0	0	0	0	0	0
ENSG00000112167	3.01	4.4	8.82	6.06	2.79	3.32	3.39
ENSG00000112175	0.02	0	0	0	0	0	0
ENSG00000112182	0.01	0	0.19	0.23	0.31	0.15	0.31
ENSG00000112183	8.61	6.47	1.07	0.92	0.15	0.05	0.13
ENSG00000112186	10.35	12.48	7.42	8.55	1.86	2.17	2.25
ENSG00000112195	0	0	0.01	0	0.09	0.01	0.05
ENSG00000112200	1.79	2.03	5.95	4.41	2.39	3.41	2.42
ENSG00000112208	7.03	10.9	6.26	7.34	1.92	1.17	1.52
ENSG00000112210	4.93	10.36	17.52	12.04	10.74	7.61	12.52
ENSG00000112212	0.08	0.02	0	0	0	0	0
ENSG00000112214	0	0	0	0	0	0	0
ENSG00000112218	0.22	0.16	0.2	0.14	0.24	0.19	0.34
ENSG00000112232	0	0	0.01	0.01	0	0	0
ENSG00000112234	3.33	4.67	4.09	3.03	3.67	5.85	4.11
ENSG00000112237	8.96	9.86	18.22	17.44	11.94	11.92	11.54
ENSG00000112238	0.34	1.18	0.01	0.01	0	0	0
ENSG00000112242	7.43	5.35	4.36	4.21	4.23	2.62	3.48
ENSG00000112245	109.08	198.79	59.47	60.05	135.57	127.61	114.68
ENSG00000112246	0	0	0.01	0.01	0	0	0
ENSG00000112249	12.1	6.38	6.52	7.26	8.52	4.95	9.36
ENSG00000112273	0	0.01	0	0	0.01	0	0
ENSG00000112276	2.86	3.54	1.96	1.7	1.95	0.94	1.6
ENSG00000112280	0.01	0	0	0	0	0	0
ENSG00000112282	2.9	3.24	5.73	5.29	4.25	3.91	4.74
ENSG00000112290	4.55	3.92	14.19	12.57	10.14	8.08	10.51
ENSG00000112293	0.59	0.68	0.06	0.03	0.08	0.03	0.08
ENSG00000112294	5.08	5.11	2.27	1.11	1.33	1.47	2.22
ENSG00000112297	0.22	0.16	7.19	9.14	29.44	17.64	29.24
ENSG00000112299	0.02	0.02	0.19	0.35	0.03	0.02	0.03
ENSG00000112303	0	0	0	0.04	0.01	0	0.02
ENSG00000112304	10.09	24.13	21.19	17.72	10.5	21.24	10.16
ENSG00000112305	8.42	5.38	9.26	8.71	10.8	6.6	10.5
ENSG00000112306	618.35	1900.07	2566.66	2519.81	1673.43	3431.81	1775.81
ENSG00000112308	27.66	32.5	33.55	36.18	80.03	42.37	74.62
ENSG00000112309	0.02	0.04	0.02	0.01	0.02	0.01	0
ENSG00000112312	14.95	18.84	112.92	80.61	2.98	10.3	4.43
ENSG00000112319	3.31	3.94	3.64	3.45	3.23	3.65	3.43
ENSG00000112320	0.26	0.2	0.22	0.21	0.08	0.15	0.35
ENSG00000112333	0.01	0.03	0.01	0	0	0	0
ENSG00000112335	56.14	131.35	263.58	243.67	119.9	215.98	117.17
ENSG00000112337	0	0	0	0	0	0	0
ENSG00000112339	4.56	4.99	7.75	8.02	6.31	7.37	5.11
ENSG00000112343	1.4	1.82	2.91	2.43	2.11	1.36	2.91
ENSG00000112357	2.97	4.06	8.14	5.4	4.36	9.33	4.8
ENSG00000112365	2.76	1.79	2.39	2.23	1.79	1.94	2.14
ENSG00000112367	4.18	5.55	10.55	7.36	6.74	6.01	7.5
ENSG00000112378	47.34	38.59	57.2	48.89	338.08	468.92	340
ENSG00000112379	0.29	0.14	0.33	0.28	2.46	1.24	4.86
ENSG00000112394	0.03	0.01	0.22	0.14	0	0	0.01
ENSG00000112406	0.61	0.41	3.8	3.86	9.11	4.81	8.87
ENSG00000112414	33.82	22.73	11.43	12.99	8.73	6.79	12.21
ENSG00000112419	1.49	0.65	2.53	3.28	3.88	1.12	4.65
ENSG00000112425	0.66	0.6	0.48	0.36	0.43	0.81	0.37
ENSG00000112459	0	0	0	0	0	0	0
ENSG00000112461	0	0	0	0	0	0	0
ENSG00000112462	0	0	0	0	0	0	0
ENSG00000112473	37.91	19.65	26.55	26.42	44.64	19.1	42.81
ENSG00000112474	0	0	0	0	0	0	0
ENSG00000112486	0	0	0	0	0	0	0.01
ENSG00000112493	0	0	0	0	0	0	0
ENSG00000112494	0	0	0	0	0	0	0
ENSG00000112499	0.01	0	0	0	0	0	0
ENSG00000112511	3.63	4.05	7.11	5.79	11.69	5.46	8.49
ENSG00000112514	34.31	30.19	41.43	43.11	23.48	38.42	22.91
ENSG00000112530	0	0.01	0.02	0.01	0.05	0.03	0.09
ENSG00000112531	5.68	3	5.82	6.23	5.73	4.55	6.74
ENSG00000112539	0.02	0.06	0	0	0	0	0
ENSG00000112541	2.59	2	0	0	0	0	0.02
ENSG00000112559	0.09	0.08	6.37	7.26	32.3	18.84	25.77
ENSG00000112561	1.14	0.74	1.46	0.95	2.52	2.59	2.78
ENSG00000112562	0	0	0.02	0.01	1.54	0.69	0.71
