Gene ID	ERR2618735	ERR2618736	ERR2618737	ERR2618738	ERR2618739	ERR2618740	ERR2618741	ERR2618742	ERR2618743	ERR2618744	ERR2618745	ERR2618746
ENSG00000112936	0.02	0.04	0	0.01	0	0	0	0	0	0	0	0
ENSG00000112941	8.94	9.21	11.13	11	8.51	9.38	11.23	10.99	15.35	15.05	17.19	17.19
ENSG00000112964	0.03	0.01	0	0.04	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0
ENSG00000112972	45.68	42.09	79.66	78.49	41.48	58.69	67.07	69.26	32.76	33.03	35.67	34.13
ENSG00000112977	49.12	50.14	19.59	19.35	25.79	25.22	28.17	26.5	49.16	49.79	41.55	41.73
ENSG00000112981	0.01	0	0	0	0.03	0.06	0.08	0.13	0.01	0.01	0.06	0.06
ENSG00000112983	7.01	7.04	4.82	4.91	7.74	6.75	6.5	5.64	13.39	12.34	10.71	10.34
ENSG00000112984	21.66	22.36	16.81	16.48	21.36	18.82	15.94	16.01	13.31	12.7	20.78	20.53
ENSG00000112992	21.36	20.2	5.05	5.38	15.55	9.7	4.23	4.56	16.91	17.37	31.52	31.22
ENSG00000112996	13.19	13.16	10.78	10.67	14.93	16.53	17.94	17.81	8.29	8.09	12.48	12.26
ENSG00000113013	182.28	176.91	126.75	118.92	161	158.48	159.66	156.56	168.85	172.98	94.08	94.56
ENSG00000113048	26.27	26.12	29.87	28.84	29.22	38.77	47.14	46.55	11.97	11.42	18.22	18.37
ENSG00000113068	27.59	29.01	27.63	25.75	23.36	21.9	19.72	20.9	30.55	31.22	23.33	24.36
ENSG00000113070	0.88	1.02	0.17	0.12	0.87	0.87	0.03	0	1.24	1.22	10.52	10.26
ENSG00000113073	0.02	0.03	0.05	0.02	0.04	0.04	0	0.05	0.11	0.12	0.03	0.01
ENSG00000113083	0.09	0.11	0.01	0.02	0.01	0.02	0.01	0.03	0.06	0.04	0.06	0.03
ENSG00000113088	44	44.49	0	0	0	0	0	0	0	0	0	0
ENSG00000113100	0.07	0.09	0	0	0	0	0	0	0	0	0	0
ENSG00000113108	0.73	0.74	0.95	0.75	0.65	0.71	0.89	0.91	1.67	1.43	0.82	0.71
ENSG00000113119	2.92	2.84	4.18	4.2	4.03	3.78	3.39	3.56	2.55	2.11	3.03	3.06
ENSG00000113140	8.15	7.85	0.01	0.02	0.01	0.02	0.06	0.08	0	0	0	0
ENSG00000113141	27.16	26.73	16.53	14.94	31.14	23.45	15.76	14.99	38.38	39.02	33.34	33.58
ENSG00000113161	37.19	35.47	40.81	41.38	27.4	35.19	40.69	41.59	15.59	15.43	20.87	19.11
ENSG00000113163	9.45	9.28	4.94	4.85	6.15	6.23	6.04	5.93	6.74	6.78	4.58	4.36
ENSG00000113194	22.85	23.15	14.27	13.88	19.42	15.15	11.06	11.63	15.93	15.47	20.93	20.47
ENSG00000113196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113205	0	0	0.01	0	0	0.01	0	0	0	0	0	0
ENSG00000113209	0	0	0	0	0	0	0.01	0	0	0	0	0
ENSG00000113211	0.01	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113212	0	0	0	0	0	0	0	0	0	0	0.01	0
ENSG00000113231	0.7	0.78	0.29	0.35	1	0.95	0.7	0.59	0.65	0.75	0.49	0.41
ENSG00000113240	1.78	1.71	1.22	1.37	1.23	1.25	1.31	1.31	1.78	1.6	1.72	1.51
ENSG00000113248	0	0.01	0.02	0.01	0.08	0.05	0	0	0.05	0.03	0	0.02
ENSG00000113249	0.01	0.03	0.02	0.04	0	0	0.01	0	0.01	0	0.01	0
ENSG00000113262	0.01	0.02	0.02	0.02	0.02	0.02	0	0.01	0.02	0.02	0.01	0
ENSG00000113263	0.04	0.05	0.02	0.01	0	0.01	0.03	0.01	0.02	0.01	0.01	0
ENSG00000113269	3.25	3.16	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0
ENSG00000113272	11.43	10.85	14.27	14.33	10.21	12.21	12.61	12.81	9.39	10.46	6.64	6.04
ENSG00000113273	3.16	3.02	1.93	1.87	1.12	1.73	2.22	2.37	4.5	4.33	3.02	3.1
ENSG00000113282	31.01	29	45.44	43.36	30.5	28.31	26.93	26.64	28.03	27.58	21.68	22.06
ENSG00000113296	0.82	0.78	0.21	0.18	0.16	0.13	0.04	0.04	0.13	0.1	0.05	0.04
ENSG00000113300	11.84	11.67	10.73	11.45	14.43	12.28	9.96	10.2	12.83	12.1	17.54	17.17
ENSG00000113302	0	0.03	0	0.01	0	0	0.01	0.02	0	0	0.01	0.01
ENSG00000113303	0.01	0.01	0	0	0	0	0	0	0	0	0	0
ENSG00000113312	39.49	39.01	22.16	22.39	41.95	32.04	25.16	24.48	49.26	50.2	35.76	36.48
ENSG00000113318	9.13	8.65	10.33	10.15	9.06	9.22	8.03	8.84	7.63	7.81	9.87	9.91
ENSG00000113319	0.09	0.12	0.27	0.24	0.14	0.07	0.03	0.04	0.04	0.05	0.04	0.03
ENSG00000113327	0.02	0.01	0	0	0	0	0	0	0	0	0	0
ENSG00000113328	43.07	41.91	105.31	113.76	42.4	73.55	90.88	92.83	37.47	40.93	30.41	30.67
ENSG00000113356	14.17	13.68	12.3	11.45	12.19	16.34	18.47	18.37	5.7	5.57	4.95	5.19
ENSG00000113360	18.45	17.52	8.07	7.8	13.64	10.59	7.64	7.56	10.11	9.92	17.58	17.54
ENSG00000113361	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113368	86.97	83.89	106.49	102.21	84.36	76.55	72.04	71.06	62.75	61.3	106.16	104.41
ENSG00000113369	4.65	4.36	5.97	5.96	6.87	6.86	5.43	5.76	2.73	2.98	4.7	4.75
ENSG00000113384	71.92	69.67	46.37	45.13	47.74	47.13	44.76	44.94	35.93	36.9	52.49	51.15
ENSG00000113387	89.08	84.15	2.35	2.52	19.04	14.08	5.74	5.78	11.66	12.21	43.07	44.2
ENSG00000113389	22.89	21.98	0	0	0.01	0	0	0	0	0	0.02	0.03
ENSG00000113391	4.39	4.09	1.63	1.79	3.7	3.17	1.94	2.44	2.65	2.51	9.1	9.25
ENSG00000113396	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113407	132.25	129.53	25.46	26.54	38.7	36.43	30.29	29.12	61.04	61.44	69.47	70.9
ENSG00000113430	0	0.01	0	0	0	0	0	0	0	0	0	0
ENSG00000113441	15.74	14.58	18.26	20.76	13.82	16.9	18.41	19.11	32.9	30.35	13.45	14.03
ENSG00000113448	3.08	2.97	0.93	1.1	0.31	1.12	1.56	1.56	0.53	0.53	0.72	0.74
ENSG00000113456	11.88	12.07	14.11	13.34	10.89	11.47	12.09	12.39	9.01	9.1	17.25	17.5
ENSG00000113460	26.13	24.79	17.27	15.37	20.04	19.97	18.35	18.19	13.71	13.37	28.09	29.63
ENSG00000113492	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113494	0.02	0.03	0	0	0	0	0	0	0	0	0	0
ENSG00000113504	0.48	0.56	0	0	0.13	0.08	0	0.01	0	0	0.06	0.06
ENSG00000113520	0.14	0.06	0.09	0.2	0	0.07	0.21	0.08	0.02	0.09	0	0.03
ENSG00000113522	16.77	15.87	17.13	16.93	16.5	18.04	19.12	18.35	13.68	13.17	15.44	15.33
ENSG00000113525	0	0	0	0	0.02	0.02	0.02	0	0	0.01	0.01	0.01
ENSG00000113532	7.63	7.54	5.99	7.59	4.95	4.43	3.15	3.29	7.15	7.26	4.86	4.91
ENSG00000113552	10.68	11.05	0.02	0.03	7.43	3.77	0.3	0.21	10.23	9.67	0.05	0.06
ENSG00000113555	0.13	0.14	0.04	0.07	0.02	0.02	0.03	0.03	0.12	0.09	0.01	0.03
ENSG00000113558	12.94	12.78	10.21	9.69	14.19	13.33	12.31	12.55	12.8	12.75	19.24	19.72
ENSG00000113569	35.77	35.76	16.73	16.46	22.25	20.66	17.6	19.93	15.59	15.28	27.12	25.65
ENSG00000113575	48.1	47.05	46.54	44.2	56.5	46.31	34.81	35.48	51.88	52.24	39.19	40.76
ENSG00000113578	0	0	0.02	0.02	0	0	0	0	0	0	0	0
ENSG00000113580	22.11	21.26	11.35	12.61	12.94	15.23	15.75	16.94	21.38	21.01	12.9	12.76
ENSG00000113583	30.45	29.26	33.74	31.99	14.75	17.5	19.36	18.92	36.64	35.7	22.03	22.94
ENSG00000113593	11.7	10.91	10.08	9.66	10.45	8.48	7.24	7.07	14.16	14.09	12.36	12.22
ENSG00000113594	0	0	0	0	0	0	0	0.01	0.01	0	0	0
ENSG00000113595	2.73	2.51	2.34	2.19	2.53	3.08	2.99	3.22	4.11	4.16	4.9	4.96
ENSG00000113597	3.84	3.89	3.66	3.86	4.33	3.44	2.42	2.65	3.53	3.54	4.34	4.12
ENSG00000113600	0.01	0	0	0	0	0	0	0	0.01	0.03	0.01	0
ENSG00000113615	23.09	20.91	8.85	8.71	10.4	11.68	12.15	11.77	8.3	8.4	7.02	6.73
ENSG00000113621	10.16	9.81	9.21	8.65	6.55	8.25	9.35	9.39	10.19	10.44	5.75	6.29
ENSG00000113638	9.89	9.29	9.39	9.58	9.12	9.41	8.46	8.42	10.04	10.03	10.84	10.93
ENSG00000113643	33.88	33.72	24.65	21.86	34.46	29.27	22.52	23	24.85	25.62	24.99	26.24
ENSG00000113645	2.13	2.01	0	0	0.01	0.85	1.85	1.79	4.79	4.81	0	0.01
ENSG00000113648	15.54	15.3	18.75	18.02	12.95	13.71	14.7	14.79	20.23	20.34	28.59	29.14
ENSG00000113649	18.89	18.38	17.07	16.49	22.42	22.39	21.87	20.64	18.48	18.3	22.07	21.84
ENSG00000113657	0	0	0	0	0	0	0	0	0	0	0.01	0
ENSG00000113658	4.15	3.76	9.48	9.38	18.3	15.05	11.17	11.57	12.12	12.05	13.47	13.04
ENSG00000113712	17.95	17.56	14.35	14.19	16.79	15.81	14.3	14.65	20.85	21.58	12.29	12.31
ENSG00000113716	13.9	14.51	8.05	8.33	17.51	13.79	13.02	12.61	11.3	11.31	8.36	8.4
ENSG00000113719	10.5	10.89	13.82	14.38	12.87	10.72	8.44	8.19	22.36	22.58	18.31	17.97
ENSG00000113721	0.98	1.03	0.03	0.04	0.07	0.03	0	0.01	0.01	0.01	0.05	0.03
ENSG00000113722	0	0	0	0	0.06	0.03	0	0	0	0	0	0
ENSG00000113732	36.6	36.56	17.92	17.4	25.21	22.54	22.91	20.88	34.32	32.75	22.25	23.52
ENSG00000113734	8.06	9.1	5.75	5.47	7.24	6.61	5.95	6.27	5.33	6.29	5.22	5.58
ENSG00000113739	6	6.37	0	0.01	6.61	3.65	0	0.02	38.92	39.5	0	0
ENSG00000113742	4.18	3.77	5.84	6.45	3.71	6.78	9.1	9	6.65	6.25	0.58	0.55
ENSG00000113749	0.14	0.11	0	0	0	0	0	0	0	0	0	0
ENSG00000113758	21.39	20.94	0.06	0.11	49.98	23.33	0.07	0.04	24.76	25.47	30.76	30.86
ENSG00000113761	4.55	4.77	4.39	4.27	4.5	4.22	4.67	4.61	4.7	4.65	4.45	4.75
ENSG00000113763	0	0	0	0	0.27	0.14	0	0	0	0	0	0
ENSG00000113790	0.51	0.5	0	0	0.39	0.22	0	0	0.44	0.51	0.31	0.28
ENSG00000113805	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113810	45.22	41.67	47.61	46.44	41.1	41.53	40.62	39.29	72.56	70.51	43.62	43.38
ENSG00000113811	12.93	12.86	12.4	12.28	8.71	10.33	13.08	13.79	21.81	22.97	14.65	15.23
ENSG00000113812	6.08	5.66	13.76	13.26	6.66	7.92	9.85	9.86	10.21	9.74	10.87	11.44
ENSG00000113838	6.21	5.91	4.96	4.95	5.51	4.5	4.25	4.11	9.98	9.58	7.11	6.87
ENSG00000113845	18.99	19.38	19.18	18.23	25.96	22.24	19.66	19.86	13.01	12.74	16.2	15.87
ENSG00000113851	5.37	5.5	2.63	2.8	5.1	3.71	2.32	2.16	6.59	6.74	4.32	4.49
ENSG00000113889	0.02	0.01	0.01	0.03	0.01	0	0	0	0.02	0.03	0.01	0
ENSG00000113905	0.02	0.03	0	0.03	0	0.01	0.02	0.01	0.01	0.01	0.01	0.01
ENSG00000113916	0.67	0.7	49.48	47.84	16.96	27.43	37.59	34.7	90.74	88.54	5.6	5.53
ENSG00000113924	0.05	0.02	0.03	0	0.01	0	0	0	0.01	0	0.03	0.01
ENSG00000113946	0.39	0.32	0.02	0.01	0.01	0.01	0.05	0.02	0.01	0.01	0.03	0.02
ENSG00000113966	2.43	2.47	2.46	2.5	2.06	3.01	4.24	4.13	4.03	4.25	1.89	1.81
ENSG00000113971	0.17	0.18	0.08	0.1	0.14	0.14	0.17	0.17	0.3	0.23	0.22	0.22
ENSG00000114013	13.23	13.28	15.71	14.05	4.53	9.79	14.77	14.09	1.72	1.86	0.41	0.6
ENSG00000114019	0.03	0.01	0.02	0	0	0	0	0	0	0	0	0
ENSG00000114021	4.68	5.04	4.91	4.7	4.05	4.83	5.8	5.83	3.03	2.68	4.56	4.49
ENSG00000114023	13.26	14	10.28	9.59	21.77	24.9	23.29	23.23	1.97	2.22	9.62	10.55
ENSG00000114026	1.76	2	7.53	7.07	2.66	3.38	4.49	4.36	2.88	3.02	1.56	1.6
ENSG00000114030	8.75	8.42	8.06	8.38	8.75	8.98	9.49	9.83	4.88	4.7	10.86	10.63
ENSG00000114054	13.08	13.51	8.94	9.15	9.73	9.6	8.55	8.81	6.07	6.29	10.08	10.38
ENSG00000114062	17.85	17.28	19.55	20.04	19.59	19.75	19.21	20.29	18.16	18.53	16.07	15.94
ENSG00000114098	5.72	5.37	5.7	5.5	6.6	5.69	4.19	4.26	5.89	5.8	5.68	5.84
ENSG00000114107	7.26	6.9	4.81	4.7	2.15	2.46	2.4	2.41	7.75	7.29	5.93	6.11
ENSG00000114113	0	0.06	0.03	0.06	0.06	0.03	0.03	0	0.11	0.09	0	0
ENSG00000114115	0.01	0.02	0.01	0.01	0	0.01	0	0.01	0	0	0	0.01
ENSG00000114120	10.85	10.77	8.45	9.11	11.28	13.34	14.76	14.25	11.15	11.25	9.19	8.7
ENSG00000114124	0.01	0.01	0	0	0	0.02	0	0	0.01	0.01	0.01	0
ENSG00000114125	11.66	11.89	15.43	15.45	17.4	16.76	16.92	18.13	19.48	19.5	7.08	7.12
ENSG00000114126	4.82	4.75	17.01	16.54	21.03	18.65	16.29	17.11	10.44	10.49	24.95	22.94
ENSG00000114127	9.23	8.77	5.89	6.11	3.01	3.63	4.2	3.89	11.63	10.92	4.66	4.7
ENSG00000114166	1.96	1.87	15.22	15.41	2.36	5.39	8.02	8.2	7.93	8.09	2.65	2.59
ENSG00000114200	54.06	51.71	0	0	0	0	0	0	0	0	0	0
ENSG00000114204	0	0.01	0	0	0	0	0	0	0	0	0.02	0.01
ENSG00000114209	21.73	20.44	25.18	25.2	17.21	16.24	15.14	14.81	30.84	31.59	10.71	10.82
ENSG00000114248	0.02	0	0.31	0.36	0.02	0.04	0.01	0.04	0	0.02	0.01	0.01
ENSG00000114251	1.19	1.15	2.28	2.26	1.33	3.41	4.77	4.76	0	0	0	0
ENSG00000114268	0.56	0.53	1.59	1.53	1.51	4.97	8.56	7.7	0.44	0.42	0.2	0.18
ENSG00000114270	0	0.01	0.04	0.05	0	0.01	0.04	0.03	0.04	0.02	0.01	0.01
ENSG00000114279	0	0	0.02	0.06	1.37	0.79	0	0.01	2.62	2.6	0	0
ENSG00000114302	6.29	6.26	16.63	16.26	8.3	14.41	19.46	20.07	20.26	20.54	9.72	10.08
ENSG00000114315	7.26	6.99	0.23	0.19	6.74	7.32	9.8	8.72	1.13	0.95	0.58	0.82
ENSG00000114316	5.28	5.38	7.22	7.32	5.3	5.58	6.34	6.2	5.79	5.26	7.34	7.31
ENSG00000114331	10.7	10.05	9.75	10.13	10.99	11.85	12.08	11.92	16.96	16.68	10.23	10.59
ENSG00000114346	18.58	18	17.69	17.06	18.46	18.28	15.3	15.73	24.1	23.96	17.09	17.27
ENSG00000114349	0	0	0.01	0	0	0	0	0	0	0	0	0.01
ENSG00000114353	18.25	18.72	42.25	41.56	29.92	31.7	33.47	32.2	29.25	29.23	33.22	33.14
ENSG00000114354	26.92	27.15	7.16	7.51	17.6	11.65	5.18	5.05	16.09	16.02	13.93	13.24
ENSG00000114374	0	0	2.2	2.43	0.01	1.42	3.01	2.68	0	0	0	0
ENSG00000114378	0.04	0.08	0.09	0.06	0.02	0.06	0.11	0.1	0.04	0.05	0.02	0
ENSG00000114383	6.07	6.08	13.8	12.26	9.75	11.12	14.68	15.14	14.61	13.77	13.31	13.32
ENSG00000114388	2.6	2.75	3.27	3.1	2.53	3.34	4.57	4.45	4.82	4.52	5.62	5.85
ENSG00000114391	241.7	249.25	339.19	332.48	228.51	237.25	231.33	233.11	136.09	136.31	221.65	221.73
ENSG00000114395	2.74	2.94	4.95	4.52	2.7	2.81	4.36	4.04	5.18	5.67	4.54	4.67
ENSG00000114405	0	0	0	0	1.69	0.77	0	0	0	0	0	0
ENSG00000114416	15.15	14.05	15.04	14.8	12.65	13.48	13.13	12.67	15.63	15.33	13.19	13.36
ENSG00000114423	7.41	7.54	4.13	4.6	4.82	3.56	2.51	2.43	1.96	1.94	7.03	6.79
ENSG00000114439	9.35	9.3	7.11	6.86	10.81	10.83	10.08	9.81	6.18	6.13	7.25	7.18
ENSG00000114446	4.18	3.4	23.82	22.77	17.65	22.54	24.45	25.43	15.1	15.44	24	23.78
ENSG00000114450	13.48	12.97	75.66	75.78	15.58	11.08	5.92	6.35	77.86	75.84	3.76	3.63
ENSG00000114455	0.12	0.09	0.01	0.01	0.01	0.01	0.02	0.01	0.03	0.04	0.09	0.1
ENSG00000114473	1.5	1.47	0.39	0.43	0.48	0.45	0.31	0.32	0.55	0.5	0.25	0.3
ENSG00000114480	10.06	9.79	25.14	23.23	8.42	11.17	12.77	12.59	2.46	2.44	8.8	8.59
ENSG00000114487	0.01	0	0	0	0	0	0	0	0	0	0.01	0.01
ENSG00000114491	9.2	8.89	5.17	4.6	8.93	7.48	6.29	6.31	3.38	3.23	8.01	8.17
ENSG00000114503	26.28	25	15.28	13.76	23.21	19.94	15.25	14.88	27.55	27	29.24	29.84
ENSG00000114520	32.19	31.28	11.91	11.32	22.48	21.65	17.77	18.13	0	0	24.79	25.16
ENSG00000114529	1.89	2.11	0.8	1.16	0.77	1.4	1.88	1.82	4.55	4.26	1.1	0.92
ENSG00000114541	0.25	0.23	0.02	0.02	0.58	0.26	0.01	0	0.01	0.01	0.01	0.01
ENSG00000114544	3.17	3.54	5.81	5.91	2.96	3.61	4.36	4.59	3.94	4.01	2.14	2.05
ENSG00000114547	0.03	0.02	0.1	0.22	0.03	0.01	0.04	0.03	0.02	0.04	0	0.01
ENSG00000114554	2.91	3.1	0.43	0.41	2.92	2.98	3.85	3.65	5.12	5	0.28	0.33
ENSG00000114573	29.88	29.69	36.91	37.79	34.03	36.77	38.45	41.06	12.57	12.24	15.44	15.22
ENSG00000114626	0.83	0.98	0.38	0.43	0.54	0.39	0.32	0.31	0.52	0.47	1.83	1.65
ENSG00000114631	0.03	0.04	12.83	12.96	0.01	0.1	0.15	0.09	0.05	0.02	0.41	0.44
ENSG00000114638	0.06	0.16	0.03	0.06	0.03	0.06	0.09	0.02	0.07	0.03	0.03	0.06
ENSG00000114646	0.02	0.02	0.01	0.02	0.02	0.09	0.3	0.25	0.03	0.01	0.15	0.19
ENSG00000114648	4.69	5.2	6.99	6.97	4.3	5.66	8.11	7.99	3.64	3.92	3.99	3.63
ENSG00000114650	6.62	7.03	12	12.22	7.59	8.66	10.61	10.32	15.21	14.98	15.78	15.44
ENSG00000114654	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114656	0.12	0.13	0.19	0.16	0.17	0.17	0.16	0.13	0.19	0.2	0.12	0.11
ENSG00000114670	0.07	0.04	2.38	2.25	0.02	0.07	0.05	0.09	0.03	0.05	0.04	0.05
ENSG00000114686	82.24	79.53	80.47	74.05	84.36	80.73	74.09	73.45	59.03	59.43	67.78	69.36
ENSG00000114698	0.21	0.19	0	0	0	0	0	0	0	0	0	0
ENSG00000114735	0.31	0.31	0.58	0.6	0.43	0.47	0.54	0.57	0.63	0.54	0.46	0.42
ENSG00000114737	0.26	0.28	0	0	0.05	0.02	0	0	0	0	0.16	0.2
ENSG00000114738	10.05	9.79	10.28	9.36	7.44	9.2	10.21	10.89	6.98	7.8	8.17	8.37
ENSG00000114739	0.5	0.46	0.03	0.05	0.24	0.24	0.2	0.24	3.74	3.65	4.35	4.38
ENSG00000114742	4.54	4.34	9.61	9.19	9.08	10.17	10.23	10.26	9.4	9.56	16.47	16.71
ENSG00000114744	11.02	10.35	11.57	11.42	13.58	11.07	8	7.8	28.96	29.1	8.95	9.33
ENSG00000114745	1.51	1.51	5.36	5.57	7.97	6.82	6.15	6.29	5.32	4.97	7.74	7.71
ENSG00000114757	0.22	0.16	0	0.01	0.01	0.02	0.01	0.01	0.03	0.02	0.08	0.05
ENSG00000114767	14.91	15.37	23.87	20.95	22.8	21.19	25.16	25.02	17.31	17.38	26.4	27.04
ENSG00000114770	1.57	1.4	1.83	2	1.73	1.67	1.86	1.76	1.53	1.27	1.42	1.27
ENSG00000114771	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114779	14.49	14	11.65	10.96	5.45	8.86	11.55	11.55	6.63	6.65	7.81	7.57
ENSG00000114784	14.66	15.7	26.64	28.08	31.49	26.29	20.44	19.15	82.71	88.15	46.36	43.32
ENSG00000114786	0.01	0.03	0.05	0.06	0.02	0.01	0.03	0.05	0.09	0.04	0.01	0
ENSG00000114790	2.33	2.23	4.41	4.42	1.67	2.18	2.55	2.64	0.91	0.84	0	0
ENSG00000114796	2.95	2.74	5.6	7.39	6.4	6.15	4.3	4.23	17.01	15.65	14.02	13.24
ENSG00000114805	0.03	0	0.03	0.03	0.02	0.15	0.17	0.2	0.01	0	1.79	1.71
ENSG00000114812	0.03	0.03	0.08	0.05	0.17	0.07	0	0.01	0	0	0.38	0.37
ENSG00000114841	0.08	0.12	0.15	0.23	0.11	0.15	0.21	0.2	0.09	0.09	0.26	0.27
ENSG00000114850	101.74	102.01	41	40.82	57.19	55.87	49.71	55.2	126.65	131.32	26.88	27.01
ENSG00000114853	0.01	0.01	0.11	0.16	0.01	0.01	0	0	0.02	0	0.12	0.11
ENSG00000114854	0.06	0.19	0.06	0.14	0.02	0.28	0.14	0.16	0.1	0.1	0.02	0.05
ENSG00000114857	1.95	1.71	2.82	3.23	1.81	2.44	3.39	3.03	3.96	3.39	3.5	3.3
ENSG00000114859	0.45	0.43	0.37	0.34	1.16	0.96	0.91	0.89	0.83	0.68	0.56	0.67
ENSG00000114861	0.07	0.09	9.41	10.16	6.14	6.16	5.72	5.41	12.86	12.55	15.84	15.15
ENSG00000114867	122.97	119.91	91.99	92	110.78	96.08	96.81	92.96	116.38	116.83	72.23	68.86
ENSG00000114902	12.1	12.66	11.53	10.83	10.06	13.24	16.05	16.25	12.98	13.07	13.95	14.75
ENSG00000114904	2.93	2.76	5.44	5.58	2.44	4.45	6	5.86	6.11	6.08	8.57	8.42
ENSG00000114923	0.01	0.01	0.01	0.02	0	0	0	0	0	0	0	0
ENSG00000114933	2.7	2.64	2.45	2.79	1.82	2.03	2.35	2.34	3.73	3.18	1.23	1.28
ENSG00000114942	300.94	306.07	381.82	384.22	287.11	373.49	450.28	449	398.77	414.22	249.7	255.9
ENSG00000114948	6.46	6.01	9.63	9.71	0.13	3.42	6.47	6.44	17.19	17.27	13.27	12.8
ENSG00000114956	34.37	35.96	37.72	39.26	48.63	40.02	31.55	30.74	58.62	57.25	31.67	31.26
ENSG00000114978	58.39	55.87	71.53	72.63	54.23	59.82	59.82	63.75	50.83	50.71	77.96	77.69
ENSG00000114982	7.41	7.61	8.37	8.81	9.44	8.45	8.32	7.93	6.9	7.01	9.33	9.44
ENSG00000114988	5.67	5.72	3.95	3.8	6.41	5.93	5.4	5.4	7.27	7.3	3.89	3.4
ENSG00000114993	0.28	0.28	0.06	0.12	0.69	0.56	0.31	0.42	0.02	0.03	0.91	1.01
ENSG00000114999	2.64	2.39	2.53	2.72	3.28	3.69	4.18	4.38	4.99	5.19	3.38	3.39
ENSG00000115008	0.21	0.09	0.13	0.06	0.02	0	0.07	0	0.04	0.06	0.03	0
ENSG00000115009	0.49	0.52	0	0	0	0	0	0	0	0	0	0
ENSG00000115020	9.06	8.42	8.13	8.23	8.22	8.26	8.07	7.99	10.14	9.6	10.46	10.16
ENSG00000115041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115042	3.74	3.73	2.61	2.75	2.86	2.78	3.17	2.99	1.89	1.87	1.22	1.23
ENSG00000115053	253.63	237.7	219.58	181.17	307.65	266.28	229.86	221.06	177.84	183.79	247.96	252.02
ENSG00000115073	10.57	12.07	23.98	23.22	10.07	15.33	22.53	21.88	17.78	18.16	18.9	18.92
ENSG00000115084	3.63	3.24	7.22	7.15	7.2	8.34	9.14	9.12	7.13	6.89	4.67	4.39
ENSG00000115085	0.03	0.04	0.01	0.01	0.03	0.02	0	0.01	0.48	0.53	0.03	0.04
ENSG00000115091	47.5	45.55	46.46	43.34	42.22	47.6	48.48	48.47	35.15	36.19	25.91	26.45
ENSG00000115107	4.5	4.69	0	0	1.08	0.51	0.01	0.01	0.01	0.02	0.02	0.01
ENSG00000115109	0.66	0.64	0.2	0.19	1.16	1.89	2.31	2.44	1.46	1.59	2.68	2.49
ENSG00000115112	0.02	0.03	0	0	0	0	0	0	0	0	0	0
ENSG00000115128	72.51	69.11	68.3	63.16	79.31	78.51	76.08	74.22	99.23	101.56	62.2	65.52
ENSG00000115129	0.6	0.58	1.86	1.69	1.01	0.76	0.7	0.63	0.73	0.9	0.31	0.32
ENSG00000115137	1.3	1.22	1.15	1.24	1.35	1.4	1.59	1.56	1.33	1.48	1.3	1.17
ENSG00000115138	1.46	1.99	0	0	0	0	0	0	0	0	0	0
ENSG00000115145	3.33	3.26	5.49	5.57	6.28	6.8	6.5	6.49	4.87	4.6	4.72	4.75
ENSG00000115155	0	0	0.03	0.02	0	0	0	0	0	0	0	0
ENSG00000115159	19.65	18.42	7.89	8.56	5.07	3.39	1.31	1.4	6.92	7.13	5.91	5.86
ENSG00000115163	22.18	22.26	17.31	18.24	18.62	15.75	11.35	12.43	16.85	17.34	26.51	28.04
ENSG00000115165	60.56	59.38	25.52	25.9	18.45	21.1	20.49	19.69	41.9	43	8.69	8.8
ENSG00000115170	0.64	0.57	0	0	0.06	0.01	0.01	0	0.12	0.21	0.51	0.58
ENSG00000115183	3.54	3.65	0.05	0.04	0.38	3.13	5.53	5.37	0	0	0.16	0.14
ENSG00000115194	0.04	0.03	0	0	0	0.01	0	0.01	0.04	0.05	0.01	0.02
ENSG00000115204	7.38	7.88	4.56	4.34	6.5	5.28	4.99	4.84	4.58	4.37	3.92	4.21
ENSG00000115207	17.98	18.02	17.87	16.32	21.31	20.57	20.48	20.36	11.35	11.84	15.86	16.12
ENSG00000115211	5.12	5.18	3.85	3.59	7.28	5.79	5.02	4.96	7.17	6.96	6.04	6.11
ENSG00000115216	13.34	13.64	6.31	6.19	6.93	7.55	7.74	7.18	7.37	7.69	14.82	14.2
ENSG00000115221	0	0	0.28	0.2	0	0	0	0	0	0	0	0
ENSG00000115226	0.06	0.04	0	0	0	0	0	0	0	0	0	0
ENSG00000115232	45.17	44.02	10.01	10.59	12.25	11.92	11.58	12.01	3.92	3.97	20.08	20.15
ENSG00000115233	21.74	20.95	13.95	13.46	17.12	15.61	14.43	14.64	15.98	16.68	15.56	16.08
ENSG00000115234	23.71	24.7	13.9	14.49	24.43	23.36	24.19	26	25.84	26.32	18.36	18.47
